title, artist, album, type, year, bpmHuman, bpmFromFile, duration, path, tstart, tend,author, singer, composer, ID, size
Aquellos Tangos Camperos,Nuevo Quinteto Real,Tango De Colección 16,tango,2009,0.0,0.0,227900,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-Aquellos Tangos Camperos-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,225243,Horacio Salgan,Unknown,Horacio Salgan,84,5472950
Sentimetal Y Canyengue,Horacio Salgan,Grandes Del Tango 32,tango,2006,0.0,0.0,229900,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-Sentimetal Y Canyengue-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,227266,Horacio Salgan,Unknown,Unknown,85,5519971
La Llamo Silbando,Horacio Salgan,Tango De Colección 16,tango,1952,0.0,0.0,163900,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/1952-La Llamo Silbando-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,161783,Unnkown,Unnkown,Unnkown,86,3936950
Un Momento,Horacio Salgan,Tango De Colección 01,tango,1953,0.0,0.0,173300,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/1953-Un Momento_2-HORACIO SALGAN-TANGO DE COLECCION 01-TANGO.mp3,0,169499,Héctor Stamponi,Roberto Goyeneche,Héctor Stamponi,87,4159488
A Fuego Lento,Horacio Salgan,Tango De Colección 16,tango,1964,0.0,0.0,231900,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-A Fuego Lento-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,226447,Unnkown,Unnkown,Horacio Salgán,89,5568872
La Clavada,Horacio Salgan,Tango De Colección 16,tango,1950,0.0,0.0,166600,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/1950-La Clavada-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,164556,Unnkown,Unnkown,Ernesto Zambonini,90,4001525
NP (No place),Horacio Salgan,Tango De Colección 16,tango,1951,0.0,0.0,150600,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-NP-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,148536,Francisco Loiácono,Angel Diaz,Juan José Riverol,91,3617837
El Ensueño De Bahía,Horacio Salgan,Tango De Colección 16,tango,2005,0.0,0.0,162500,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-El Ensueño De Bahía-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,159003,Unknown,Unknown,Unknown,92,3902469
El Choclo,Horacio Salgan,El Ultimo Tango De Buenos Aires,tango,1964,0.0,0.0,227400,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/1964-El Choclo_2-HORACIO SALGAN-EL ULTIMO TANGO DE BUENOS AIRES-TANGO.flac,0,225990,Angel Villoldo,Unnkown,Angel Villoldo,93,17508487
Yo Te Bendigo,Horacio Salgan,Tango De Colección 16,tango,1951,0.0,0.0,232900,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/1951-Yo Te Bendigo-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,229184,Juan Andrés Bruno,Horacio Deval,Juan de Dios Filiberto,94,5593949
El Pollo Ricardo,Horacio Salgan,A fuego lento,tango,2007,0.0,0.0,125300,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-El Pollo Ricardo-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,121407,Unknown,Unknown,Unknown,95,3010335
Acquaforte,Horacio Salgan,Tango De Colección 16,tango,2005,0.0,0.0,183400,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-Acquaforte-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,178192,Unknown,Unknown,Unknown,96,4405901
El Vals Y Tú,Horacio Salgan,Tango De Colección 16,tango,2005,0.0,0.0,158400,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-El Vals Y Tú-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,155531,Unknown,Unknown,Unknown,97,3804666
Del uno al cinco,Horacio Salgan,Tango De Colección 16,tango,1952,0.0,0.0,170200,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-Del 1 Al 5-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,168186,Unnkown,Unnkown,Unnkown,98,4088043
Malambo De Las Campanas,Horacio Salgan,Tango De Colección 16,tango,2005,0.0,0.0,202800,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-Malambo De Las Campanas-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,78,199248,Unknown,Unknown,Unknown,99,4869835
El Marne,Horacio Salgan,Tango De Colección 16,tango,1953,0.0,0.0,155900,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-El Marne-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,153535,Unnkown,Unnkown,Eduardo Arolas,100,3745107
Canaro En París,Horacio Salgan,Tango De Colección 16,tango,2005,0.0,0.0,181700,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-Canaro En París-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,177509,Unknown,Unknown,Unknown,101,4363896
Mal De Amores,Quinteto Real,Nuestros 30 Mejores Tangos,tango,2001,0.0,0.0,184900,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-Mal De Amores-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,182178,Horacio Salgan,Unknown,Horacio Salgan,102,4441009
Siga El Corso,Horacio Salgan,Tango De Colección 16,tango,1953,0.0,0.0,175100,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-Siga El Corso-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,172935,Francisco García Jiménez,Roberto Goyeneche,Anselmo Aieta,103,4206534
Corralera,Quinteto Real,Nuestros 30 Mejores Tangos,vals,2001,0.0,0.0,164200,/home/hoonakker/media/tango-propres-HQ/TANGO/HORACIO SALGAN/2005-Corralera-HORACIO SALGAN-TANGO DE COLECCION 16-TANGO.mp3,0,161658,Horacio Salgan,Unknown,Horacio Salgan,104,3945101
La Cumparista,Guillermo Galvé,Che, Tango Querido,tango,2007,0.0,0.0,166200,/home/hoonakker/media/tango-propres-HQ/TANGO/GUILLERMO GALVE/0-La Cumparista-GUILLERMO GALVE-CHE, TANGO QUERIDO-TANGO.flac,0,164015,Guillermo Galvé,Guillermo Galvé,Guillermo Galvé,105,18382078
Tu piel de jazmin,Osvaldo FRESEDO,Los clásicos argentinos - VOL 8,tango,1950,0.0,0.0,189074,/home/hoonakker/media/tango-propres-HQ/TANGO/ROBERTO RAY/0-Tu Piel De Jazmín-ROBERTO RAY-LOS CLASICOS ARGENTINOS - VOL 8-TANGO.mp3,101,185335,José María Contursi,Roberto Ray,Mariano Mores,106,3027072
Canaro En Paris,Héctor Varela,Bailando Tango,tango,2005,0.0,0.0,170300,/home/hoonakker/media/tango-propres-HQ/TANGO/HECTOR VARELA/2003-Canaro En Paris-HECTOR VARELA-THE BEST TANGOS -TANGO.mp3,0,167825,Unknown,Unknown,Unknown,107,6815744
Adios Pampa Mia,Julio Iglesias,TANGO,tango,1996,0.0,0.0,190200,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-Adios Pampa Mia-JULIO IGLESIAS-TANGO-TANGO.mp3,704,184757,Unknown,Unknown,Unknown,108,6090752
La Cumparsita,Julio Iglesias,TANGO,tango,1996,0.0,0.0,157700,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-La Cumparsita-JULIO IGLESIAS-TANGO-TANGO.mp3,109,153277,Unknown,Unknown,Unknown,109,5048320
Yira Yira,Julio Iglesias,TANGO,tango,1996,0.0,0.0,165600,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-Yira Yira-JULIO IGLESIAS-TANGO-TANGO.mp3,0,160643,Unknown,Unknown,Unknown,110,5304320
El Dia Que Me Quieras,Julio Iglesias,TANGO,tango,1996,0.0,0.0,184000,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-El Dia Que Me Quieras-JULIO IGLESIAS-TANGO-TANGO.mp3,0,179157,Unknown,Unknown,Unknown,111,5890048
Caminito,Julio Iglesias,TANGO,tango,1996,0.0,0.0,150300,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-Caminito-JULIO IGLESIAS-TANGO-TANGO.mp3,0,145222,Unknown,Unknown,Unknown,112,4812800
Volver,Julio Iglesias,TANGO,tango,1996,0.0,0.0,216900,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-Volver-JULIO IGLESIAS-TANGO-TANGO.mp3,398,212048,Unknown,Unknown,Unknown,113,6944768
Mi Buenos Aires Querido,Julio Iglesias,TANGO,tango,1996,0.0,0.0,158700,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-Mi Buenos Aires Querido-JULIO IGLESIAS-TANGO-TANGO.mp3,214,157205,Unknown,Unknown,Unknown,114,5081088
Uno,Julio Iglesias,TANGO,tango,1996,0.0,0.0,174800,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-Uno-JULIO IGLESIAS-TANGO-TANGO.mp3,0,170009,Unknown,Unknown,Unknown,115,5597184
A Media Luz,Julio Iglesias,TANGO,tango,1996,0.0,0.0,165200,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-A Media Luz-JULIO IGLESIAS-TANGO-TANGO.mp3,0,160020,Unknown,Unknown,Unknown,116,5289984
Cambalache,Julio Iglesias,TANGO,tango,1996,0.0,0.0,173200,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-Cambalache-JULIO IGLESIAS-TANGO-TANGO.mp3,0,168285,Unknown,Unknown,Unknown,117,5545984
El Choclo,Julio Iglesias,TANGO,tango,1996,0.0,0.0,170800,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-El Choclo-JULIO IGLESIAS-TANGO-TANGO.mp3,0,165159,Unknown,Unknown,Unknown,118,5470208
Mano A Mano,Julio Iglesias,TANGO,tango,1996,0.0,0.0,171400,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO IGLESIAS/1996-Mano A Mano-JULIO IGLESIAS-TANGO-TANGO.mp3,0,166514,Unknown,Unknown,Unknown,119,5488640
Por Una Cabeza,Quillermo Galvé,Che, Tango Querido,tango,2007,0.0,0.0,152100,/home/hoonakker/media/tango-propres-HQ/TANGO/QUILLERMO GALVE/0-Por Una Cabeza-QUILLERMO GALVE-CHE, TANGO QUERIDO-TANGO.flac,0,149511,Unknown,Quillermo Galvé,Unknown,120,16792310
Caminito,Ranko Fujisawa,Mama Yo Quiero un Novio,tango,2015,0.0,0.0,197900,/home/hoonakker/media/tango-propres-HQ/TANGO/RANKO FUJISAWA/0-Caminito-RANKO FUJISAWA-LOS CLASICOS ARGENTINOS - VOL 14-TANGO.mp3,910,193994,Unknown,Ranko Fujisawa,Unknown,121,3170432
Mama Yo Quiero Un Novio,Ranko Fujisawa,Los clásicos argentinos - VOL 16,tango,0,0.0,0.0,187800,/home/hoonakker/media/tango-propres-HQ/TANGO/RANKO FUJISAWA/0-Mama Yo Quiero Un Novio-RANKO FUJISAWA-LOS CLASICOS ARGENTINOS - VOL 16-TANGO.mp3,80,184144,Unknown,Unknown,Unknown,122,3008640
Quiero Verte Una Vez Mas,Juan D'Arienzo,Unknown,tango,1964,0.0,0.0,229000,/home/hoonakker/media/tango-propres-HQ/TANGO/JUAN D'ARIENZO/0-Quiero Verte Una Vez Mas-JUAN D'ARIENZO-UNKNOWN-TANGO.mp3,39,227260,José María Contursi,Jorge Valdez,Mario Canaro,123,3666842
Nada Mas,Juan D'Arienzo,Unknown,tango,1958,0.0,0.0,173100,/home/hoonakker/media/tango-propres-HQ/TANGO/JUAN D'ARIENZO/0-Nada Mas-JUAN D'ARIENZO-UNKNOWN-TANGO.mp3,54,171304,Luis Rubistein,Jorge Valdez,Juan D'Arienzo,124,2772827
Andate Por Dios,Juan D'Arienzo,Unknown,tango,1957,0.0,0.0,161500,/home/hoonakker/media/tango-propres-HQ/TANGO/JUAN D'ARIENZO/1957-Andate por dios-JUAN D'ARIENZO-UNKNOWN-TANGO.mp3,0,159884,Raúl Hormaza,Jorge Valdez,Eladio Blanco,125,2586836
Flores Negras,Julio De Caro,Los clásicos argentinos - VOL 13,tango,1942,0.0,0.0,170400,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO DE CARO/0-Flores Negras-JULIO DE CARO-LOS CLASICOS ARGENTINOS - VOL 13-TANGO.mp3,274,167366,Mario César Gomila,Unnkown,Francisco De Caro,126,2730112
Maipo,Julio De Caro,Los clásicos argentinos - VOL 27,tango,1941,0.0,0.0,177200,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO DE CARO/0-Maipo-JULIO DE CARO-LOS CLASICOS ARGENTINOS - VOL 27-TANGO.mp3,1049,174592,Gabriel Clausi,Unnkown,Eduardo Arolas,127,2838656
De Rompe Y Raja,Julio De Caro,Los clásicos argentinos - VOL 17,tango,1949,0.0,0.0,167400,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO DE CARO/0-De Rompe Y Raja-JULIO DE CARO-LOS CLASICOS ARGENTINOS - VOL 17-TANGO.mp3,170,165108,Unnkown,Unnkown,Julio De Caro,128,2680960
Derecho Viejo,Julio De Caro,Los clásicos argentinos - VOL 8,tango,11,0.0,0.0,169500,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO DE CARO/0-Derecho Viejo-JULIO DE CARO-LOS CLASICOS ARGENTINOS - VOL 8-TANGO.mp3,79,166279,Unknown,Unknown,Unknown,129,2715776
A Las Orquestas,Julio Pane Trio,A las orquestas,tango,2000,0.0,0.0,245400,/home/hoonakker/media/tango-propres-HQ/TANGO/JULIO PANE TRIO/0-A Las Orquestas-JULIO PANE TRIO-EL ULTIMO TANGO DE BUENOS AIRES-TANGO.flac,0,243135,Unknown,Unknown,Unknown,130,23350197
Como Se Pianta La Vida,Anselmo Aieta,Unknown,tango,1930,0.0,0.0,168000,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/1930-Como Se Pianta La Vida-ANSELMO AIETA-UNKNOWN-TANGO.mp3,0,168030,Carlos Viván,Unnkown,Carlos Viván,131,2394113
Araña De Oro,Anselmo Aieta,Unknown,tango,1931,0.0,0.0,170200,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/1931-Araña De Oro-ANSELMO AIETA-UNKNOWN-TANGO.mp3,0,163781,Unnkown,Unnkown,Unnkown,132,1527576
Muchachito,Anselmo Aieta,Unknown,tango,1930,0.0,0.0,154224,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/1930-Muchachito-ANSELMO AIETA-UNKNOWN-TANGO.mp3,0,154190,Unnkown,Unnkown,Unnkown,133,6170127
Yo Tengo La Culpa,Anselmo Aieta,Unknown,tango,1930,0.0,0.0,161100,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/1930-Yo Tengo La Culpa-ANSELMO AIETA-UNKNOWN-TANGO.mp3,0,161116,Unnkown,unknown,Unnkown,134,2025209
Tan Grande Y Tan Sonso,Anselmo Aieta,Unknown,tango,1930,0.0,0.0,171816,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/1930-Tan Grande Y Tan Sonso-ANSELMO AIETA-UNKNOWN-TANGO.mp3,0,171793,Unnkown,Luis Scalon,Unnkown,135,1626112
Paso A La Historia,Anselmo Aieta,Unknown,tango,1931,0.0,0.0,168600,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/1931-Paso A La Historia-ANSELMO AIETA-UNKNOWN-TANGO.mp3,0,162241,Unnkown,Unnkown,Unnkown,136,1697792
Sandía calada,Anselmo Aieta,Unknown,tango,1930,0.0,0.0,163416,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/0-Milonga En Rojo (sandía Calada)-ANSELMO AIETA-UNKNOWN-TANGO.mp3,4296,162435,Jorge Curi,José Galarza,Arturo Francisco Aieta,137,1501184
La Cumparsita,Anselmo Aieta,Alma en pena,tango,2016,0.0,0.0,221424,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/0-La Cumparsita-ANSELMO AIETA-UNKNOWN-TANGO.mp3,0,221392,Unknown,Unknown,Unknown,138,4709422
Pampa,Anselmo Aieta,Alma en pena,tango,2016,0.0,0.0,147960,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/0-Pampa-ANSELMO AIETA-UNKNOWN-TANGO.mp3,4715,147937,Unknown,Unknown,Unknown,139,2035712
Machachito,Anselmo Aieta,1930-1931,tango,1931,0.0,0.0,676000,/home/hoonakker/media/tango-propres-HQ/TANGO/ANSELMO AIETA/0-Machachito-ANSELMO AIETA-UNKNOWN-TANGO.mp3,0,651704,Unknown,Unknown,Unknown,140,6540067
Calle Rincon,Javier Sanchez,Che, Tango Querido,vals,2006,0.0,0.0,239900,/home/hoonakker/media/tango-propres-HQ/TANGO/JAVIER SANCHEZ/0-Calle Rincon-JAVIER SANCHEZ-CHE, TANGO QUERIDO-VALS.flac,0,238751,Unknown,Javier Sanchez,Unknown,141,22810507
Esta Noche Me Emborracho,Malevaje,Tango - La Selection Radio Latina,tango,2007,0.0,0.0,162100,/home/hoonakker/media/tango-propres-HQ/TANGO/MALEVAJE/2007-Esta Noche Me Emborracho-MALEVAJE-TANGO - LA SELECTION RADIO LATINA-TANGO.mp3,0,161462,Unknown,Unknown,Unknown,142,6490112
Ironia De Salon,Luis Borda,Chicas De Otros Barrios,tango,2008,0.0,0.0,172300,/home/hoonakker/media/tango-propres-HQ/TANGO/LUIS BORDA/0-Ironia De Salon-LUIS BORDA-TANGO LATINO-TANGO.mp3,0,171259,Unknown,Unknown,Unknown,143,2761684
Que Me Quiten Lo Bailao,Francisco CANARO,Los clásicos argentinos - VOL 21,tango,1942,0.0,0.0,205200,/home/hoonakker/media/tango-propres-HQ/TANGO/CARLOS ROLDAN/0-Que Me Quiten Lo Bailao-CARLOS ROLDAN-LOS CLASICOS ARGENTINOS - VOL 21-TANGO.mp3,1427,202686,Miguel Bucino,Carlos Roldan,Miguel Bucino,144,3285120
Naipe,Francisco CANARO,Los clásicos argentinos - VOL 22,tango,1944,0.0,0.0,180300,/home/hoonakker/media/tango-propres-HQ/TANGO/CARLOS ROLDAN/0-Naipe-CARLOS ROLDAN-LOS CLASICOS ARGENTINOS - VOL 22-TANGO.mp3,625,176853,	Enrique Cadícamo,Carlos Roldan,Aníbal Troilo,145,2887808
Soñar Y Nada Más,Francisco CANARO,Los clásicos argentinos - VOL 20,vals,1943,0.0,0.0,195500,/home/hoonakker/media/tango-propres-HQ/TANGO/CARLOS ROLDAN/0-Soñar Y Nada Más-CARLOS ROLDAN-LOS CLASICOS ARGENTINOS - VOL 20-VALS.mp3,944,193271,Ivo Pelay,	Carlos Roldan y Eduardo Adrian,Francisco Canaro,146,3131520
Tengo Miedo,Francisco Rotundo,Los clásicos argentinos - VOL 20,tango,1949,0.0,0.0,186300,/home/hoonakker/media/tango-propres-HQ/TANGO/CARLOS ROLDAN/0-Tengo Miedo-CARLOS ROLDAN-LOS CLASICOS ARGENTINOS - VOL 20-TANGO.mp3,777,183678,Unknown,Carlos Roldán,Unknown,147,2984064
Sur,Floreal Ruiz,Los clásicos argentinos - VOL 18,tango,1976,0.0,0.0,201100,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Sur-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 18-TANGO.mp3,298,197881,Homero Manzi,Raul Garello,Aníbal Troilo,148,3221632
Vieja Amiga,José BASSO,Los clásicos argentinos - VOL 12,tango,1957,0.0,0.0,202700,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Vieja Amiga-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 12-TANGO.mp3,286,198867,José María Contursi,Floreal Ruiz,Pedro Laurenz,149,3246208
El viejo vals,Francisco ROTUNDO,Los clásicos argentinos - VOL 28,vals,1951,0.0,0.0,174800,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-El Viejo Vals-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 28-VALS.mp3,113,172122,	José González Castillo,	Floreal Ruiz y Enrique Campos,Charlo,150,2799744
Por la vuelta,José BASSO,Los clásicos argentinos - VOL 8,tango,1956,0.0,0.0,187400,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Por La Vuelta-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 8-TANGO.mp3,104,183915,Enrique Cadícamo,Floreal Ruiz,José Tinelli,151,3002496
Marioneta,Anibal TROILO,Los clásicos argentinos - VOL 11,tango,1944,0.0,0.0,165300,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Marioneta-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 11-TANGO.mp3,407,162604,Armando Tagini,Floreal Ruiz,Juan José Guichandut,152,2648192
Las vueltas de la vida,Francisco ROTUNDO,Los clásicos argentinos - VOL 16,tango,1952,0.0,0.0,191600,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-La Vueltas De La Vida-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 16-TANGO.mp3,274,188681,Manuel Romero,Floreal Ruiz,Francisco Canaro,153,3070080
Milonguera,Francisco ROTUNDO,Los clásicos argentinos - VOL 13,tango,1954,0.0,0.0,206700,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Milonguera-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 13-TANGO.mp3,45,204591,José María Aguilar,Floreal Ruiz,José María Aguilar,154,3311744
Como se muere de amor,Alfredo DE ANGELIS,Los clásicos argentinos - VOL 3,tango,1964,0.0,0.0,187700,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Cómo Se Muere De Amor-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 3-TANGO.mp3,899,184624,Daniel Alvarez,Roberto Mancini,Daniel Alvarez,155,3006592
Infamia,Francisco ROTUNDO,Los clásicos argentinos - VOL 25,tango,1953,0.0,0.0,196200,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Infamia-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 25-TANGO.mp3,498,193150,Enrique Santos Discepolo,Floreal Ruiz,Enrique Santos Discepolo,156,3141760
Melenita de oro,Floreal RUIZ,Los clásicos argentinos - VOL 5,tango,1977,0.0,0.0,194800,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Melenita De Oro-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 5-TANGO.mp3,79,190995,Samuel Linnig,Dir. Jorge Dragone,Carlos Vicente Geroni Flores,157,3119232
Sobre el pucho,Francisco ROTUNDO,Los clásicos argentinos - VOL 15,tango,1951,0.0,0.0,175300,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Sobre El Pucho-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 15-TANGO.mp3,996,171250,José González Castillo,Floreal Ruiz,Sebastián Piana,158,2807936
Después del carnaval,José BASSO,Los clásicos argentinos - VOL 7,tango,1958,0.0,0.0,185800,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Después Del Carnaval-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 7-TANGO.mp3,110,181829,José Amuchástegui Keen,Floreal Ruiz,José Amuchástegui Keen,159,2975872
Como dos extraños,José BASSO,Los clásicos argentinos - VOL 26,tango,1961,0.0,0.0,172200,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Como Dos Extraños-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 26-TANGO.mp3,1029,168931,José María Contursi,Floreal Ruiz,Pedro Laurenz,160,2756736
Aquel tapado de armiño,Francisco ROTUNDO,Los clásicos argentinos - VOL 27,tango,1950,0.0,0.0,201700,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Aquel Tapado De Armiño-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 27-TANGO.mp3,439,198321,Manuel Romero,Floreal Ruiz,Enrique Delfino,161,3229824
Alma de loca,Francisco ROTUNDO,Los clásicos argentinos - VOL 17,tango,1952,0.0,0.0,191700,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Alma De Loca-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 17-TANGO.mp3,638,189624,Jacinto Font,Floreal Ruiz,Guillermo Cavazza,162,3070080
La fulana,José BASSO,Los clásicos argentinos - VOL 22,milonga,1957,100.7181193222473,0.0,130377.00000000001,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-La Fulana-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 22-TANGO.mp3,358,127470,Alberto Mastra,Floreal Ruiz,Alberto Mastra y Luis Caruso,163,2089088
Mundana,José BASSO,Los clásicos argentinos - VOL 29,tango,1956,0.0,0.0,182900,/home/hoonakker/media/tango-propres-HQ/TANGO/FLOREAL RUIZ/0-Mundana-FLOREAL RUIZ-LOS CLASICOS ARGENTINOS - VOL 29-TANGO.mp3,81,179780,Manuel Barros,Floreal Ruiz,José Basso y Floreal Ruiz,164,2928768
La Ultima Copa,Orchestre Hector Grane,Tango Latino,tango,2013,0.0,0.0,179200,/home/hoonakker/media/tango-propres-HQ/TANGO/ORCHESTRE HECTOR GRANE/0-La Ultima Copa-ORCHESTRE HECTOR GRANE-TANGO LATINO-TANGO.mp3,0,178956,Unknown,Unknown,Unknown,165,2872606
Campo afuera,Rodolfo BIAGI,Los clásicos argentinos - VOL 4,milonga,1939,0.0,0.0,131000,/home/hoonakker/media/tango-propres-HQ/TANGO/TEOFILO IBANEZ/0-Campo Afuera-TEOFILO IBANEZ-LOS CLASICOS ARGENTINOS - VOL 4-MILONGA.mp3,184,126649,Homero Manzi,Teofilo Ibañez,Rodolfo Biagi,166,2099328
Lagrimitas,Francisco Lomuto,Orquesta Francisco Lomuto,tango,1927,0.0,0.0,161500,/home/hoonakker/media/tango-propres-HQ/TANGO/FRANCISCO LOMUTO/1927-Lagrimitas-FRANCISCO LOMUTO-ORQUESTA FRANCISCO LOMUTO-TANGO.mp3,138,158446,Unnkown,Unnkown,Emilio Marchiano y José Raynelli,167,3150242
Bien criolla y bien porteña,Ricardo TANTURI,Álbum desconocido,milonga,1945,111.36587651195896,0.0,145980,/home/hoonakker/media/tango-propres-HQ/TANGO/TANTURI/0-Bien Criolla Y Bien Porteña-TANTURI-ALBUM DESCONOCIDO-MILONGA.mp3,0,144637,Homero Expósito,Enrique Campos,Armando Pontier,168,2336600
